0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
2598,221,664,1192,3372,1563,767,1406,2625,1843,2315,1641,3343,3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204
221,664,1192,3372,1563,767,1406,2625,1843,2315,1641,3343,3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735
664,1192,3372,1563,767,1406,2625,1843,2315,1641,3343,3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369
1192,3372,1563,767,1406,2625,1843,2315,1641,3343,3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711
3372,1563,767,1406,2625,1843,2315,1641,3343,3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404
1563,767,1406,2625,1843,2315,1641,3343,3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101
767,1406,2625,1843,2315,1641,3343,3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090
1406,2625,1843,2315,1641,3343,3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607
2625,1843,2315,1641,3343,3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156
1843,2315,1641,3343,3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85
2315,1641,3343,3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053
1641,3343,3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464
3343,3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405
3927,1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771
1270,2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531
2563,427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82
427,905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299
905,2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611
2085,3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970
3077,1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157
1886,2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832
2177,2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429
2789,2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277
2406,2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479
2380,1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847
1252,2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231
2826,3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446
3340,2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620
2228,2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164
2882,466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132
466,3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572
3056,3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134
3841,3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579
3719,2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988
2987,3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498
3757,3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348
3308,1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799
1580,2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933
2025,337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194
337,3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155
3468,3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488
3204,2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559
2735,1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327
1369,711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089
711,1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881
1404,1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939
1101,2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470
2090,3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750
3607,3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070
3156,85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018
85,3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581
3053,3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592
3464,405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184
405,2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668
2771,1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498
1531,82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018
82,3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394
3299,611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407
611,970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487
970,2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844
2157,2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574
2832,429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530
429,1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903
1277,3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831
3479,847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945
847,1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915
1231,446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360
446,620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60
620,3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744
3164,1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185
1132,2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187
2572,3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209
3134,579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877
579,988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72
988,2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618
2498,348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990
348,3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233
3799,1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107
1933,1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593
1194,1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202
1155,1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076
1488,559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801
559,1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496
1327,1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253
1089,881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417
881,2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584
2939,2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409
2470,750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972
750,1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797
1070,1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676
1018,581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981
581,592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111
592,1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688
1184,2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081
2668,3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173
3498,3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300
3018,1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231
1394,1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590
1407,2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832
2487,1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339
1844,3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444
3574,530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543
530,1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172
1903,2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816
2831,3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932
3945,915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817
915,3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185
3360,60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417
60,3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417,3414
3744,2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417,3414,429
2185,3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417,3414,429,934
3187,2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417,3414,429,934,2128
2209,1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417,3414,429,934,2128,3462
1877,72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417,3414,429,934,2128,3462,1348
72,2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417,3414,429,934,2128,3462,1348,502
2618,2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417,3414,429,934,2128,3462,1348,502,3895
2990,2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417,3414,429,934,2128,3462,1348,502,3895,2759
2233,107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417,3414,429,934,2128,3462,1348,502,3895,2759,2453
107,593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417,3414,429,934,2128,3462,1348,502,3895,2759,2453,3598
593,1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417,3414,429,934,2128,3462,1348,502,3895,2759,2453,3598,950
1202,2076,3801,496,2253,417,584,2409,972,2797,2676,3981,3111,3688,2081,3173,300,231,590,1832,2339,3444,2543,172,3816,1932,3817,2185,417,3414,429,934,2128,3462,1348,502,3895,2759,2453,3598,950,1815
